species	decimalLongitude	decimalLatitude
Pecari tajacu	-83.285326	8.386914
Alouatta palliata	-84.520708	10.456941
Tursiops truncatus	-83.312637	8.66171
Choloepus hoffmanni	-84.523585	9.911732
Choloepus hoffmanni	-82.620088	9.623967
Dasyprocta punctata	-82.958715	8.784418
Bradypus variegatus	-85.243325	10.858404
Rhynchonycteris naso	-83.546712	10.624648
Dasypus novemcinctus	-85.353385	10.760983
Bradypus variegatus	-84.811554	10.639125
Tursiops truncatus	-83.269292	8.541576
Alouatta palliata	-84.825059	10.317782
Sciurus variegatoides	-84.691094	10.503199
Cebus imitator	-83.292656	8.379819
Alouatta palliata	-83.508581	10.548343
Cebus imitator	-83.121046	8.391286
Nasua narica	-84.659572	9.663075
Leopardus pardalis	-83.648867	9.890645
Dasyprocta punctata	-82.958733	8.784763
Alouatta palliata	-85.339104	10.374632
Choloepus hoffmanni	-84.696496	10.503027
Nasua narica	-84.615646	9.62349
Tapirella bairdii	-83.748376	8.609087
Cebus imitator	-84.144142	9.382281
Cebus imitator	-83.492841	8.447965
Ateles geoffroyi	-83.627029	10.513143
Cebus imitator	-84.117836	10.413625
Ateles geoffroyi	-83.569927	10.403833
Dasyprocta punctata	-84.591372	9.773538
Sciurus variegatoides	-84.07885	9.980484
Saimiri oerstedii	-83.422823	8.567093
Nasua narica	-84.161531	10.204456
Alouatta palliata	-85.301167	10.299232
Bradypus variegatus	-84.136988	9.392308
Procyon lotor	-85.731554	11.037501
Cebus imitator	-85.38772	10.339106
Sciurus variegatoides	-84.450325	9.52469
Procyon lotor	-84.145206	9.382952
Alouatta palliata	-85.580345	10.261561
Sciurus variegatoides	-84.141693	9.48046
Alouatta palliata	-85.726703	10.543612
Odocoileus virginianus	-84.142682	9.385044
Alouatta palliata	-83.503333	10.541667
Alouatta palliata	-85.673254	9.963849
Bradypus variegatus	-84.144372	9.389342
Potos flavus	-84.006971	10.430623
Dasyprocta punctata	-83.773118	9.297288
Nasua narica	-84.1809	10.6875
Alouatta palliata	-85.354776	10.179843
Nasua narica	-83.591469	8.470167
Nasua narica	-82.845215	9.734786
Alouatta palliata	-84.06727	10.45264
Artibeus jamaicensis	-83.764335	10.43669
Tapirella bairdii	-85.010069	10.64644
Rhynchonycteris naso	-84.005767	10.431428
Alouatta palliata	-85.223282	9.959587
Sciurus variegatoides	-83.83398	9.224086
Cebus imitator	-84.762848	9.957662
Cebus imitator	-83.568728	8.80411
Sciurus variegatoides	-84.823106	10.274694
Choloepus hoffmanni	-83.075433	9.993934
Choloepus hoffmanni	-83.76286	10.58408
Pecari tajacu	-83.596245	9.846656
Cebus imitator	-85.217637	10.324378
Sciurus variegatoides	-85.700139	10.550965
Ateles geoffroyi	-84.752192	10.459322
Megaptera novaeangliae	-85.3986	9.839825
Choloepus hoffmanni	-84.614808	10.482547
Cebus imitator	-84.146278	9.379495
Alouatta palliata	-84.122667	10.41587
Ateles geoffroyi	-84.046481	10.488357
Choloepus hoffmanni	-84.122259	10.417651
Sphiggurus mexicanus	-84.005333	10.431247
Saimiri oerstedii	-84.109127	9.362194
Choloepus hoffmanni	-84.64311	10.470112
Nasua narica	-84.795127	10.302991
Cebus imitator	-85.615455	10.836795
Dasyprocta punctata	-84.768765	10.552866
Bradypus variegatus	-85.056988	10.72803
Sciurus variegatoides	-83.563328	9.831459
Sciurus granatensis	-83.097	8.592
Nasua narica	-85.618271	10.839353
Bassariscus sumichrasti	-83.851027	9.634701
Cebus imitator	-83.279136	8.666592
Alouatta palliata	-85.717561	10.527715
Dasyprocta punctata	-83.881325	9.271162
Cebus imitator	-82.817465	9.744638
Cebus imitator	-83.32843	8.403164
Bradypus variegatus	-84.652691	10.47188
Nasua narica	-84.139435	9.380545
Cebus imitator	-85.406263	10.34898
Bradypus variegatus	-84.208143	10.331986
Dasyprocta punctata	-82.851823	9.743748
Alouatta palliata	-85.670083	9.949353
Ectophylla alba	-84.046028	10.414952
Cebus imitator	-84.013115	10.422904
Dasyprocta punctata	-84.010052	10.439161
Lophostoma brasiliense	-83.346405	8.49003
Dasyprocta punctata	-84.144373	9.384456
Bradypus variegatus	-83.937793	10.1615
Pecari tajacu	-83.333985	8.404669
Cebus imitator	-84.606571	9.780939
Ectophylla alba	-83.263265	10.097882
Ateles geoffroyi	-83.481609	10.524616
Bradypus variegatus	-84.00589	10.431599
Lontra longicaudis	-84.133642	10.352452
Sciurus variegatoides	-84.043254	9.938427
Artibeus jamaicensis	-83.294167	8.377222
Choloepus hoffmanni	-84.135011	9.392678
Sciurus variegatoides	-84.114621	9.93296
Nasua narica	-84.753969	10.488211
Pecari tajacu	-84.759194	10.469289
Sphiggurus mexicanus	-84.004806	10.431287
Choloepus hoffmanni	-84.592302	10.451311
Saimiri oerstedii	-84.08179	9.307923
Alouatta palliata	-83.09636	8.434863
Felis catus	-83.782394	10.433773
Saimiri oerstedii	-83.443464	8.510587
Dasyprocta punctata	-84.81295	10.315865
Nasua narica	-83.872978	9.290966
Bradypus variegatus	-84.149691	9.391969
Alouatta palliata	-85.676729	9.967718
Ateles geoffroyi	-83.242717	8.465143
Cuniculus paca	-82.961858	8.812923
Alouatta palliata	-85.726638	10.543107
Saimiri oerstedii	-83.424261	8.457401
Odocoileus virginianus	-84.140472	9.386232
Alouatta palliata	-83.282793	8.383816
Alouatta palliata	-84.02203	10.423268
Tapirella bairdii	-83.534492	8.42236
Cebus imitator	-83.512315	10.542302
Choloepus hoffmanni	-84.141261	9.384038
Rhynchonycteris naso	-84.142853	9.395545
Tapirella bairdii	-85.404231	10.927389
NA	-83.564008	9.833203
Sciurus variegatoides	-84.701774	10.410918
Tamandua mexicana	-84.711668	10.491406
Alouatta palliata	-84.003461	10.430529
Bradypus variegatus	-82.706963	9.637572
Odocoileus virginianus	-85.127044	10.451656
Cebus imitator	-83.986678	10.053978
Dasyprocta punctata	-84.152907	9.403197
Cebus imitator	-84.143032	9.385856
Alouatta palliata	-84.966717	10.522413
Sciurus granatensis	-84.230556000000007	10.197778
Gardnerycteris crenulatum	-84.11993	10.41695
Nasua narica	-83.753428	9.748917
Sciurus variegatoides	-84.669096	9.991141
Nasua narica	-83.489076	8.447844
Nasua narica	-83.363396	10.11594
Ateles geoffroyi	-83.209043	8.290304
Alouatta palliata	-84.141108	9.385195
Procyon lotor	-82.813649	9.748712
Sciurus variegatoides	-84.163373000000007	9.431946
Alouatta palliata	-84.142127	9.384122
Nasua narica	-84.522124	9.659752
Alouatta palliata	-84.179375	10.304046
Dasyprocta punctata	-84.136303	9.393815
Alouatta palliata	-82.692646	9.639885
Cebus imitator	-84.155899	9.398363
Saimiri oerstedii	-84.02593	9.581182
Cebus imitator	-84.143017	9.381956
Alouatta palliata	-82.685388	9.582573
Nasua narica	-84.810997	10.317399
Potos flavus	-83.873141	9.854299
Choloepus hoffmanni	-83.14694	8.53941
Odocoileus virginianus	-85.661728	10.790993
Nasua narica	-83.289944	8.387083
Alouatta palliata	-85.673284	9.963666
Choloepus hoffmanni	-85.042263	10.719975
Bradypus variegatus	-82.749065	9.659004
Eira barbara	-83.564077	9.832035
Megaptera novaeangliae	-83.693386	8.706546
Saimiri oerstedii	-83.433987	8.602451
Alouatta palliata	-85.68403	10.621933
Alouatta palliata	-84.136988	9.392308
Dasyprocta punctata	-82.738463	9.65053
Stenella attenuata	-83.374757	8.733401
Procyon lotor	-82.834267	9.73505
Bradypus variegatus	-84.906744	10.725914
Alouatta palliata	-85.754275	10.528992
Bradypus variegatus	-83.468312	8.65369
Choloepus hoffmanni	-84.6049	10.474328
Alouatta palliata	-83.511588	10.551178
Bradypus variegatus	-84.136988	9.392308
Ateles geoffroyi	-83.552755	10.514683
Saimiri oerstedii	-83.296291	8.549413
Cebus imitator	-83.610103	8.547626
Alouatta palliata	-83.358994	8.575058
Tapirella bairdii	-83.44256	8.524214
Dasypus novemcinctus	-85.012214	10.717888
Ateles geoffroyi	-83.569309	8.579244
Cebus imitator	-83.695057	8.68991
Sciurus variegatoides	-84.822519	10.329552
Alouatta palliata	-83.753428	9.74619
Dasyprocta punctata	-83.753428	9.748917
Platyrrhinus helleri	-84.815289	10.30433
Bradypus variegatus	-84.02203	10.423268
Dasyprocta punctata	-83.32932	8.40959
Megaptera novaeangliae	-83.730922	9.097959
Dasyprocta punctata	-83.098594	8.591737
Nasua narica	-85.674115	9.962451
Cebus imitator	-84.161718	9.430842
Ateles geoffroyi	-83.556093	8.512061
Dasyprocta punctata	-84.14573	9.383331
Nasua narica	-84.92953	10.176397
Dasyprocta punctata	-84.837473	10.495551
Nasua narica	-85.409866	10.790193
Nasua narica	-84.004688	10.431229
Leopardus pardalis	-85.072136	9.868216
Sciurus granatensis	-84.1675	10.223334
Ateles geoffroyi	-84.697387	10.524155
Ateles geoffroyi	-83.51873	8.550708
Dasypus novemcinctus	-83.650971	9.891284
Eira barbara	-83.252095	8.660452
Nasua narica	-84.737525	10.454844
Alouatta palliata	-85.675675	9.962507
Bradypus variegatus	-84.145242	9.391112
Cebus imitator	-84.142586	9.382213
Dasyprocta punctata	-83.285301	8.387036
Choloepus hoffmanni	-84.004882	10.431467
Nasua narica	-84.813292	10.315006
Eira barbara	-83.204765	8.697328
Sylvilagus floridanus	-85.407453	10.797611
Mazama temama	-83.59183	8.481386
Nasua narica	-84.768156	10.298941
Dasypus novemcinctus	-84.109985	10.045777
Centronycteris centralis	-85.322026	10.884752
Bradypus variegatus	-83.5052	10.540422
Choloepus hoffmanni	-83.680816	10.458123
Tamandua mexicana	-85.69031	10.549463
Nasua narica	-84.77043	10.477133
Cebus imitator	-84.705189	10.821684
Saimiri oerstedii	-84.01655	9.201369
Choloepus hoffmanni	-84.12201	10.416368
Nasua narica	-84.732775	10.483549
Alouatta palliata	-84.143683	9.384941
Tapirella bairdii	-83.473874	8.469302
Dasyprocta punctata	-85.618699	10.841077
Tamandua mexicana	-83.537979000000007	8.446428
Cebus imitator	-84.144417	9.38284
Nasua narica	-84.755626	10.484945
Saimiri oerstedii	-84.10816	9.223171
Saimiri oerstedii	-83.019882	8.781325
Cebus imitator	-83.464355	8.560906
Rhynchonycteris naso	-85.406762	10.756561
Nasua narica	-82.82263	9.704105
Reithrodontomys gracilis	-85.343159	10.342806
Ateles geoffroyi	-84.17342	10.450907
Alouatta palliata	-84.162681	9.402996
Alouatta palliata	-85.659134	9.949407
Alouatta palliata	-84.798606	10.342428
Dasyprocta punctata	-85.738781	10.850249
Ateles geoffroyi	-85.643223	10.943577
Eira barbara	-83.532314	10.589409
Rhynchonycteris naso	-85.367374	10.341417
Choloepus hoffmanni	-84.82551	10.274968
Sciurus granatensis	-82.95977	8.784482
Dasyprocta punctata	-84.136988	9.392308
Ateles geoffroyi	-84.71608	10.553401
Saccopteryx bilineata	-84.75338	10.491778
Megaptera novaeangliae	-83.775196	8.748036
Procyon lotor	-83.726234	8.642116
Procyon lotor	-85.644137	11.063184
Ateles geoffroyi	-85.160376	10.606442
Alouatta palliata	-84.594593	9.775881
Uroderma bilobatum	-83.509558	8.448822
Nasua narica	-84.729497	10.454125
Alouatta palliata	-85.672671	10.5732
Dasyprocta punctata	-84.006971	10.430623
Bradypus variegatus	-84.142532	9.384214
Artibeus lituratus	-84.02203	10.423268
Nasua narica	-84.802253	10.304588
Nasua narica	-84.659151	9.701763
Nasua narica	-84.717178	10.438488
Cebus imitator	-84.149483	9.391885
Cebus imitator	-82.834168	9.734263
Choloepus hoffmanni	-82.737683	9.64344
Cebus imitator	-85.406186	10.355379
Nasua narica	-84.810928	10.31943
Pecari tajacu	-83.570964	8.540835
Cebus imitator	-85.618803	10.836916
Alouatta palliata	-85.676876	10.570472
Cebus imitator	-85.728141	10.490667
Bradypus variegatus	-83.91372	10.17347
Dasyprocta punctata	-83.882685	9.268271
Ateles geoffroyi	-83.247974	8.323902
Sciurus variegatoides	-84.444835	9.974469
Nasua narica	-84.708442	10.435842
Dasyprocta punctata	-84.805419	10.307024
Tamandua mexicana	-85.596458	10.166064
Sciurus variegatoides	-84.151922	9.851198
Ateles geoffroyi	-85.268697	10.684526
Odocoileus virginianus	-84.146034	9.390717
Nasua narica	-83.346668	8.553519
Nasua narica	-84.606071	9.780973
Sciurus variegatoides	-84.627256	9.764551
Bradypus variegatus	-84.005509	10.431353
Cebus imitator	-84.611216	9.808173
Cebus imitator	-85.072136	9.868216
Nasua narica	-82.830706	9.733874
Tamandua mexicana	-83.337135	8.403264
Rattus norvegicus	-85.910531	10.854084
Odocoileus virginianus	-84.142677	9.382421
Bradypus variegatus	-84.144122	9.388154
Tapirella bairdii	-83.578451	8.404601
Sciurus variegatoides	-84.789175	10.351145
Ototylomys phyllotis	-85.618493	10.839069
Dasyprocta punctata	-83.563922	9.8317
Nasua narica	-83.691568	8.693234
Bradypus variegatus	-84.650663	10.470165
Rhynchonycteris naso	-84.71801	11.026558
Nasua narica	-85.338179	10.349952
Bradypus variegatus	-85.246292	10.65611
Alouatta palliata	-84.718248	11.018146
Nasua narica	-84.783355	10.297203
Ateles geoffroyi	-84.746259	10.517242
Ateles geoffroyi	-85.556278	10.960642
Cebus imitator	-84.989795	10.707009
Tapirella bairdii	-83.516553	8.496937
Alouatta palliata	-83.591683	8.472369
Alouatta palliata	-85.397091	9.854461
Bradypus variegatus	-83.920622	10.182591
Alouatta palliata	-83.74874	9.154511
Odocoileus virginianus	-85.596725	10.712895
Bradypus variegatus	-84.155212	9.40385
Nasua narica	-84.930081	9.788939
Ateles geoffroyi	-83.547711	8.563715
Nasua narica	-83.300972	8.381655
Artibeus jamaicensis	-83.532507	10.598696
Alouatta palliata	-83.716546	9.032531
Dasyprocta punctata	-85.739629	10.948625
Nasua narica	-84.738107	10.458061
Cebus imitator	-84.147085	9.391312
Alouatta palliata	-84.14553	9.38547
Sciurus variegatoides	-84.811622	10.307022
Dasyprocta punctata	-84.805909	10.308036
Nasua narica	-83.498604	8.448968
Cebus imitator	-83.842656	9.222764
Ectophylla alba	-83.993798	10.201464
Choloepus hoffmanni	-83.292598	8.377415
Nasua narica	-85.653921	9.904991
Nasua narica	-84.819975	10.309995
Nasua narica	-84.956096	10.623985
Nasua narica	-84.710153	10.438201
Cebus imitator	-85.625084	10.828301
Bradypus variegatus	-82.621409	9.621774
Nasua narica	-84.722597	10.461072
Cebus imitator	-84.819198	10.314329
Cebus imitator	-84.136988	9.392318
Pecari tajacu	-84.754383	10.489283
Lontra longicaudis	-83.585393	9.922206
Nasua narica	-84.710217	10.43813
Sphiggurus mexicanus	-85.379677	10.165638
Cebus imitator	-83.706894	8.682512
Eira barbara	-83.329968	8.6994
Alouatta palliata	-84.20363	10.678404
Dasyprocta punctata	-85.682016	10.964381
Puma concolor	-84.80044	10.295727
Bradypus variegatus	-84.143049	9.383387
Sciurus variegatoides	-83.755471	9.153593
Cebus imitator	-85.068414	9.65683
Cebus imitator	-85.685278	10.619445
Cebus imitator	-83.454734	8.442518
Alouatta palliata	-85.529853	9.880895
Leopardus pardalis	-84.608598	10.341556
Bradypus variegatus	-84.742089000000007	10.416418
Ateles geoffroyi	-84.788125	10.44097
Choloepus hoffmanni	-84.13913	9.384164
Dasyprocta punctata	-84.809731	10.306982
Ateles geoffroyi	-83.570921	8.551107
Choloepus hoffmanni	-84.067506	10.451055
Nasua narica	-84.795792	10.302673
Caluromys derbianus	-84.004896	10.431391
Tamandua mexicana	-83.570964	8.540835
Dasyprocta punctata	-84.217162	9.45821
Potos flavus	-83.347693	8.412642
Pecari tajacu	-84.734421	10.543082
Odocoileus virginianus	-84.129357	10.397903
Choloepus hoffmanni	-85.600303	11.119847
Alouatta palliata	-83.521932	10.52282
Ateles geoffroyi	-85.297607	10.200949
Choloepus hoffmanni	-84.872428	10.505224
Didelphis marsupialis	-83.254387	8.657157
Tylomys watsoni	-84.809463	10.306203
Dasypus novemcinctus	-84.431664	9.556281
Tapirella bairdii	-83.516459	8.528322
Megaptera novaeangliae	-83.807342	9.166502
Nasua narica	-84.180185	10.686816
Alouatta palliata	-85.676537	9.962954
Dasyprocta punctata	-84.807106	10.306731
Tapirella bairdii	-83.479653	8.407107
Pecari tajacu	-84.006971	10.430623
Puma concolor	-83.567897	8.450145
Pecari tajacu	-84.005767	10.431289
Cebus imitator	-84.007761	10.432518
Cebus imitator	-84.155385	9.409262
Odocoileus virginianus	-84.14254	9.384353
Odocoileus virginianus	-85.35112	10.769383
Nasua narica	-84.77213	10.473718
Bradypus variegatus	-84.642681	10.467834
Stenella attenuata	-83.747694	9.150362
Procyon lotor	-82.845215	9.734785
Eira barbara	-84.629599	9.773031
Cebus imitator	-83.493075	10.523828
Dasypus novemcinctus	-83.959512	9.948353
Nasua narica	-83.689225	8.564145
Megaptera novaeangliae	-83.69622	9.06252
Alouatta palliata	-85.479095	10.677229
Cebus imitator	-84.669627	9.990861
Alouatta palliata	-84.006971	10.430627
Cebus imitator	-82.833089	9.734765
Alouatta palliata	-85.770067	10.097517
Ateles geoffroyi	-84.187808	10.513612
Alouatta palliata	-85.02006	10.264992
Megaptera novaeangliae	-83.705445	9.069728
Alouatta palliata	-84.005167	10.431333
Odocoileus virginianus	-84.142141	9.38604
Cebus imitator	-84.799203	10.282759
Alouatta palliata	-84.026335	10.147657
Sciurus variegatoides	-85.039405	9.758529
Sciurus variegatoides	-84.648065	10.457431
Alouatta palliata	-83.683331	8.693006
Cebus imitator	-84.145903	9.381758
Alouatta palliata	-82.802824	9.676812
Cebus imitator	-84.157136	9.4051380000000009
Cebus imitator	-83.621887	8.732657
Nasua narica	-84.661887	10.472061
Procyon lotor	-82.826483	9.735489
Cebus imitator	-85.33875	10.345192
Odocoileus virginianus	-84.144597	9.389872
Sciurus granatensis	-84.001412	10.437739
Alouatta palliata	-82.662597	9.626423
Alouatta palliata	-85.797395	10.292518
Cebus imitator	-84.825439	10.276242
Rhynchonycteris naso	-84.022003	10.482323
Rhynchonycteris naso	-85.455552	10.679022
Ateles geoffroyi	-84.036632	10.565774
Sciurus variegatoides	-84.818415	10.311325
Alouatta palliata	-83.501214	10.475506
Ateles geoffroyi	-84.419269	9.695044
Bradypus variegatus	-84.784007	10.889729
Alouatta palliata	-84.01903	10.436475
Dasyprocta punctata	-83.77273	9.296951
Nasua narica	-84.783293	10.299992
Dasyprocta punctata	-83.201621	8.701154
Rhynchonycteris naso	-84.729752	10.962526
Pecari tajacu	-84.006242	10.431192
Nasua narica	-85.158245	10.445107
Cebus imitator	-83.753428	9.748917
Sciurus variegatoides	-84.078847	9.98046
Canis lupus	-83.503763	10.542636
Bradypus variegatus	-84.136988	9.392308
Alouatta palliata	-85.68428	10.612947
Sciurus granatensis	-83.631119	8.539169
Sciurus variegatoides	-85.136333	9.962417
Ateles geoffroyi	-83.503371	10.588081
Nasua narica	-84.71023	10.437105
Ectophylla alba	-84.177159	10.539128
Bradypus variegatus	-84.653224	10.470491
Bradypus variegatus	-83.953437	10.337282
Dasyprocta punctata	-83.753428	9.748917
Dasyprocta punctata	-82.850314	9.741005
Nasua narica	-84.144119	9.389363
Sciurus granatensis	-83.799371	9.588059
Nasua narica	-84.191032	10.700874
Alouatta palliata	-84.623888	10.409377
Ateles geoffroyi	-84.670838	10.49848
Alouatta palliata	-84.004627	10.456471
Ateles geoffroyi	-84.745134	10.576391
Nasua narica	-83.292594	8.377369
Nyctomys sumichrasti	-84.805492	10.318631
Nasua narica	-83.753428	9.748917
Tapirella bairdii	-83.547502	8.58019
Galictis vittata	-84.128478	9.43547
Cebus imitator	-83.439709	8.442437
Bradypus variegatus	-84.134742	9.386692
Ateles geoffroyi	-83.564529	8.519978
Cebus imitator	-85.29129	10.326595
Nasua narica	-84.645278	10.470833
Bradypus variegatus	-83.591758	8.467447
Sciurus variegatoides	-85.042354	10.719627
Tapirella bairdii	-84.067128	10.133666
Alouatta palliata	-84.80491	10.301318
Leopardus pardalis	-83.362842	10.118688
Cebus imitator	-83.307281	8.534164
Nasua narica	-84.710337	10.437853
Sciurus granatensis	-84.235104	10.186553
Choloepus hoffmanni	-82.811295	9.738297
Cebus imitator	-83.296429	8.533867
Dasyprocta punctata	-84.82551	10.274961
Saimiri oerstedii	-84.038919	9.466707
Nasua narica	-84.703179	10.462626
Rhynchonycteris naso	-84.006971	10.430627
Nasua narica	-83.783692	9.759041
Dasyprocta punctata	-82.959579	8.785255
Alouatta palliata	-84.141624	9.381408
Cebus imitator	-84.727418	10.46184
Desmodus rotundus	-84.827961	10.293476
Nasua narica	-84.75658	10.45714
Sciurus variegatoides	-84.211294	10.000858
Alouatta palliata	-84.795131	10.30415
Nasua narica	-83.778865	9.735165
Procyon lotor	-84.146431	9.386464
Alouatta palliata	-84.006971	10.430623
Cebus imitator	-84.611293	9.808313
Sphiggurus mexicanus	-84.606198	9.781051
Ateles geoffroyi	-83.437009	8.416816
Bradypus variegatus	-82.817978	9.742567
